Meeting,Segment,Word_Count,Excerpt,Compound,Positive_Pct,Negative_Pct,Neutral_Pct,Valence,Intensity,Polarity,Subjectivity,Dom_Emotion,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
M3: Communication,12,72,"I get it all pretty well with neurotypical people. Pretty well because I found with me at least, it kind...",0.9119,0.192,0.029,0.779,Positive,Strong,0.0708,0.5975,Joy,0.4167,0.4167,0.0,0.0,0.0,0.0,0.0,0.1667
M3: Communication,13,212,"Actually, I agree with that because I found that like, I only got diagnosed last year and I had so...",0.9942,0.26,0.044,0.696,Positive,Strong,-0.0324,0.3437,Trust,0.1364,0.2727,0.1364,0.0455,0.0909,0.0,0.0909,0.2273
M3: Communication,14,201,"I want to go with a friend. They're like, oh, wait, I'm ready to go to the changing room and...",0.9954,0.282,0.041,0.677,Positive,Strong,0.3126,0.4908,Joy,0.25,0.1875,0.0625,0.0625,0.125,0.0312,0.0625,0.2188
M3: Communication,15,177,Yeah. I didn't relate to that because I feel like a lot of times friendships rely on like those outings....,0.9953,0.31,0.015,0.674,Positive,Strong,0.1997,0.5395,Trust,0.2609,0.3043,0.0435,0.087,0.0435,0.0,0.0435,0.2174
M3: Communication,16,113,"I think that's why a lot of my friendships have kind of waned over the years, because a lot of...",0.8689,0.098,0.0,0.902,Positive,Strong,0.3439,0.6288,Trust,0.4286,0.5,0.0,0.0,0.0,0.0,0.0714,0.0
M3: Communication,17,41,Do you guys feel like you are masking or socially camouflaging when you have to participate in activities like going...,0.4798,0.121,0.074,0.805,Positive,Moderate,0.0667,0.2333,Joy,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
M3: Communication,18,86,"Yeah, I mean, because we've gotten feedback that we need to be doing it or like, I don't know, like...",0.194,0.121,0.134,0.745,Positive,Mild,-0.1129,0.5146,Trust,0.2143,0.2857,0.0,0.2143,0.0,0.0,0.0,0.2857
M3: Communication,19,47,"I feel like in my case, I'm more like, I want to hang out with those cases where I do...",0.8251,0.202,0.0,0.798,Positive,Strong,0.5,0.5,Fear,0.1111,0.1111,0.2222,0.1111,0.2222,0.0,0.1111,0.1111
M3: Communication,20,62,I never think of it. I haven't really thought of it so much as weathering the storm as it is....,0.3047,0.136,0.061,0.802,Positive,Moderate,0.25,0.45,Joy,0.3333,0.1667,0.0,0.0,0.0,0.0,0.1667,0.3333
M3: Communication,21,61,I feel like you don't realize how tired I am sometimes until I've left. Wow. Or sometimes. Or unless you're....,0.8447,0.162,0.03,0.808,Positive,Strong,0.04,0.46,Trust,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.25
M3: Communication,22,71,"If you were to give advice to a neurodivergent friend and they were like you know, number one, should I...",0.9194,0.196,0.024,0.78,Positive,Strong,0.425,0.6,Trust,0.2857,0.4286,0.0,0.2857,0.0,0.0,0.0,0.0
M3: Communication,23,225,"There's this thing like, I don't know, it's kind of like a theory or something, but it's like, let's say...",0.9974,0.29,0.007,0.702,Positive,Strong,0.1863,0.4008,Trust,0.2273,0.2727,0.0455,0.0,0.1364,0.0909,0.0909,0.1364
M3: Communication,24,18,"Another one I heard is I think it was the same spoon theory, but sometimes when you're in.",0.0,0.0,0.0,1.0,Neutral,Neutral,0.0,0.125,Trust,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
M3: Communication,25,33,"Sorry, let me get back, but maybe discuss this. Like maybe during social situations, if you're not looking at somebody...",0.5665,0.106,0.032,0.862,Positive,Moderate,0.0083,0.3917,Trust,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,26,38,I don't know if those are really a good way for me to kind of keep things from just I...,0.6461,0.128,0.0,0.872,Positive,Strong,0.3875,0.55,Trust,0.2857,0.4286,0.0,0.1429,0.0,0.0,0.0,0.1429
M3: Communication,27,120,"It's something I generally found is that it's really important that the more you, the more you interact and the...",0.9703,0.199,0.043,0.758,Positive,Strong,0.3097,0.6446,Joy,0.2667,0.2333,0.0333,0.1667,0.0667,0.0333,0.0333,0.1667
M3: Communication,28,61,I've gotten better at social interactions because on Sundays I work at the Lake Los Carneros Train Museum as a...,0.9136,0.197,0.0,0.803,Positive,Strong,0.4048,0.5651,Joy,0.4286,0.2857,0.0,0.1429,0.0,0.0,0.0,0.1429
M3: Communication,29,47,"I guess speaking along the lines of kind of places, and if you're reading this, it'd be the sensory friendly...",0.8641,0.18,0.0,0.82,Positive,Strong,0.45,0.6333,Joy,0.3333,0.3333,0.0,0.1111,0.0,0.0,0.0,0.2222
M3: Communication,30,133,"In the last time we talked a lot about being outside. I think like, I love that depending on the...",0.9917,0.303,0.071,0.625,Positive,Strong,0.1208,0.5103,Trust,0.1875,0.25,0.125,0.0625,0.0625,0.0625,0.125,0.125
M3: Communication,31,114,"Yeah, I don't know, because I like have like knee problems. So I'm like, I always need to sit down...",0.9411,0.203,0.042,0.755,Positive,Strong,0.1547,0.4889,Anticipation,0.1667,0.1667,0.1667,0.0,0.1667,0.0,0.0,0.3333
M3: Communication,32,43,"Yeah. I know some people enjoy, like having their feet touched the sand, like being connected. But also some people...",0.8402,0.245,0.0,0.755,Positive,Strong,0.4,0.5,Joy,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2
M3: Communication,33,21,"For me, it's sitting outside with low stimulation because otherwise I get overwhelmed if I'm in high stimulus for too...",-0.2263,0.054,0.094,0.852,Negative,Mild,0.0275,0.3225,Sadness,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
M3: Communication,34,119,Socially or mentally under pressure. If you're in a high pressure situation like you're in a hurry to get something...,0.7511,0.131,0.076,0.794,Positive,Strong,0.0456,0.3822,Anticipation,0.1154,0.1154,0.1154,0.0769,0.1538,0.0769,0.1538,0.1923
M3: Communication,35,27,No worries if it comes to mind and let me know. Do you have any places that feel more like...,0.8226,0.264,0.0,0.736,Positive,Strong,0.5,0.5,Fear,0.0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.3333
M3: Communication,36,209,"That I've been there before because I already know what happens. I already know the place. So like for example,...",0.8992,0.099,0.043,0.858,Positive,Strong,0.1225,0.6275,Joy,0.375,0.25,0.0,0.25,0.0,0.0,0.0,0.125
M3: Communication,37,53,Do you guys feel that socializing is easier when you're in sensory friendly areas? And if you are arranging a...,0.9376,0.259,0.0,0.741,Positive,Strong,0.2679,0.5476,Joy,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.2
M3: Communication,38,75,Something I'd like to add on in terms of the factory environment is. It depends a lot on what counts...,0.7962,0.145,0.021,0.834,Positive,Strong,0.0921,0.7321,Anger,0.0769,0.1538,0.0769,0.0769,0.0769,0.0769,0.3077,0.1538
M3: Communication,39,228,"Out of my skin. Oh God, I'm suffocating. So so it depends a lot on on on which situation is....",0.9949,0.249,0.042,0.709,Positive,Strong,0.109,0.4847,Trust,0.0833,0.1944,0.1111,0.0833,0.1944,0.0833,0.0833,0.1667
M3: Communication,40,191,"But I'm thinking about like, if I was really overwhelmed and still had to do something social, like where could...",0.9959,0.283,0.041,0.677,Positive,Strong,0.0398,0.3958,Sadness,0.0667,0.0667,0.1333,0.1333,0.2667,0.0667,0.0667,0.2
M3: Communication,41,150,"No, it's a great answer. You know, you mentioned like, sometimes you're stuck in situations where you can't really get...",0.9913,0.293,0.034,0.673,Positive,Strong,0.2388,0.5667,Joy,0.1395,0.1395,0.1163,0.1163,0.1163,0.093,0.1395,0.1395
M3: Communication,42,22,"I found that curling my toes helps. For example, earlier today at work, we had I work at a cafeteria...",0.3818,0.11,0.0,0.89,Positive,Moderate,0.0,0.5,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,43,151,"Today we had a huge lunch rush, one that even my boss was surprised and impressed that he had to...",0.8807,0.108,0.028,0.865,Positive,Strong,0.303,0.6308,Anticipation,0.0833,0.1667,0.0833,0.1667,0.0833,0.0833,0.0833,0.25
M3: Communication,44,153,"Decompress for what, 15 seconds before I went back into the brush. Yeah, I love the bathroom break. I do...",0.9959,0.333,0.03,0.637,Positive,Strong,0.2318,0.4307,Trust,0.2105,0.3158,0.0,0.3158,0.0,0.0,0.0,0.1579
M3: Communication,45,136,"For some reason, chewing gum always helps me. Like I'm studying and I'm like, oh my God, I'm not understanding...",0.9842,0.245,0.053,0.703,Positive,Strong,-0.3333,0.3556,Trust,0.0833,0.25,0.0833,0.0833,0.0833,0.0833,0.0833,0.25
M3: Communication,46,50,"I love your analogy of like the toolbox or tool kit. That's amazing. If you could give somebody else, like...",0.9705,0.36,0.0,0.64,Positive,Strong,0.5333,0.6667,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,47,34,"Like if a neurotypical person, like asked you to like give them some advice, like, how can I make this...",0.8541,0.257,0.0,0.743,Positive,Strong,0.5,0.5,Trust,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,48,115,"I feel like on that note again, I said this previously, but when I'm feeling that like overstimulation from the...",0.9906,0.299,0.018,0.683,Positive,Strong,0.2667,0.4333,Anticipation,0.0769,0.2308,0.0769,0.0769,0.0769,0.0769,0.0769,0.3077
M3: Communication,49,51,"Yeah, I agree with that. I've asked people in the past, like, if I need to leave something earlier, like...",0.9748,0.412,0.035,0.553,Positive,Strong,0.1825,0.75,Sadness,0.0909,0.0909,0.0909,0.1818,0.2727,0.0909,0.0909,0.0909
M3: Communication,50,66,Once you start doing it and make it a routine. It helps a lot because I used to be the...,0.8313,0.148,0.043,0.809,Positive,Strong,-0.1333,0.4222,Sadness,0.0,0.1429,0.1429,0.1429,0.2857,0.0,0.1429,0.1429
M3: Communication,51,25,Do you feel like neurotypical people understand your sensory sensitivities or wanting to do certain things? Because it's maybe like...,0.6072,0.241,0.081,0.678,Positive,Strong,0.2143,0.5714,Sadness,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
M3: Communication,52,185,"I don't think that from what I know, I didn't have an experience with people that don't understand me, but...",0.9556,0.139,0.057,0.803,Positive,Strong,-0.1578,0.4281,Anger,0.0,0.0,0.0,0.0,0.0,0.3333,0.6667,0.0
M3: Communication,53,272,"What I found is usually if I say something like at work, like all these lights are horrible or whatever...",0.9938,0.249,0.105,0.646,Positive,Strong,-0.0684,0.5534,Trust,0.05,0.2,0.2,0.0,0.2,0.1,0.2,0.05
M3: Communication,54,59,"Yeah, some days I'm fine. Like on the class is like. Making some noise typing on the keyboard like louder...",0.91,0.286,0.039,0.675,Positive,Strong,0.1354,0.4062,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,55,36,"And sometimes when it happens, it feels like the whole day is ruined. Like you spent the rest of your...",0.6908,0.246,0.071,0.683,Positive,Strong,0.05,0.25,Fear,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0
M3: Communication,56,83,Sometimes I've heard. Actually I was doing a little bit of. I've been doing a little bit of job searching...,0.8979,0.142,0.0,0.858,Positive,Strong,0.1042,0.5,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,57,27,I would love to write a report for every place I've worked in corporate culture somehow incorporate this into every...,0.8769,0.266,0.0,0.734,Positive,Strong,0.2571,0.4286,Joy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,58,31,That was my that was my old job. I was sitting in a cube farm at my old office having...,0.3612,0.077,0.0,0.923,Positive,Moderate,0.2667,0.4333,Trust,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25
M3: Communication,59,27,I had to keep headphones on the entire time I was working because I just could not concentrate on what...,-0.4404,0.07,0.131,0.799,Negative,Moderate,-0.5,0.8125,Anticipation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M3: Communication,60,33,"I think we just got these really tall cubicles that are like almost there, probably like eight feet tall. It's...",0.8375,0.23,0.0,0.77,Positive,Strong,0.6,0.25,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,61,25,"Well, I'm so sorry. I forgot to introduce all of us because you haven't met a couple people. But my...",0.0653,0.06,0.05,0.89,Positive,Mild,-0.5,1.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,62,37,"I think that I won't be able to come earlier than next weeks, because I'm now taking swimming lessons at...",0.4118,0.097,0.0,0.903,Positive,Moderate,0.14,0.285,Trust,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.4
M3: Communication,63,30,"I can, I can, like, sit kind of out in the main room since we have like, multiple note takers....",0.7783,0.253,0.0,0.747,Positive,Strong,0.2556,0.4111,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,64,21,"Yeah, we can arrange it. And then just let us know what time you're planning to come next week, okay?...",0.6124,0.25,0.0,0.75,Positive,Strong,0.3333,0.3333,Anticipation,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.6667
M3: Communication,65,32,"I remember when they built that new Rex and I was going to the summer camps here, and we used...",0.0,0.0,0.0,1.0,Neutral,Neutral,0.1182,0.3273,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,66,49,"I was wondering like, because we're talking about sensory friendly environments and thinking about this group. If you were to...",0.9698,0.379,0.0,0.621,Positive,Strong,0.6875,0.75,Joy,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333
M3: Communication,67,21,"Like a broken record, but I'll say, but I'll say it again, highly depends on how you feel at the...",-0.0772,0.077,0.09,0.833,Negative,Mild,-0.12,0.47,Fear,0.0,0.0,0.3333,0.0,0.3333,0.0,0.3333,0.0
M3: Communication,68,148,"If we're talking, if you're talking about your batteries are all charged. Your sensory wise. You're good to go. You're...",0.7947,0.117,0.056,0.827,Positive,Strong,0.1149,0.5418,Trust,0.1429,0.2143,0.0,0.1429,0.0714,0.1429,0.1429,0.1429
M3: Communication,69,133,Exactly. That's the perfect situation for post interaction. Or when you're or with or if you're feeling overloaded or over...,0.9843,0.255,0.041,0.704,Positive,Strong,0.3731,0.7177,Anticipation,0.2,0.2,0.1,0.05,0.1,0.05,0.05,0.25
M3: Communication,70,30,"You said two. This is my case. I like the music while I'm in a dark room by myself, so...",0.8762,0.298,0.0,0.702,Positive,Strong,-0.15,0.4,Sadness,0.2,0.0,0.2,0.0,0.6,0.0,0.0,0.0
M3: Communication,71,137,"Or it's post interaction like. But also, if you're in a situation where you're interacting with someone or you're about...",0.9692,0.169,0.021,0.81,Positive,Strong,0.1821,0.5729,Joy,0.3,0.3,0.1,0.0,0.1,0.0,0.1,0.1
M3: Communication,72,29,"I personally prefer things to be in person myself. Yeah. My experience with meetings is if I'm not participating, I...",0.2023,0.072,0.046,0.882,Positive,Mild,-0.1458,0.4208,Trust,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
M3: Communication,73,71,That's fair. And I need to get up and walk around so I can stay engaged. Because at my old...,0.4779,0.067,0.025,0.908,Positive,Moderate,0.3375,0.6,Anticipation,0.25,0.25,0.0,0.0,0.125,0.0,0.0,0.375
M3: Communication,74,101,"Something else I found when it comes to Zoom meetings is it's so strange, but I find myself feeling more...",0.9567,0.177,0.015,0.808,Positive,Strong,0.3471,0.5927,Joy,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
M3: Communication,75,18,Do I look engaged? Do I look like I have my face is not resting in a workplace?,0.6767,0.258,0.0,0.742,Positive,Strong,0.0,0.0,Joy,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333
M3: Communication,76,155,"It's so jarring. When Zoom became a thing and I realized what my resting face looked like, and I was...",0.912,0.135,0.018,0.846,Positive,Strong,0.1513,0.4044,Trust,0.1667,0.25,0.1667,0.0,0.1667,0.0,0.0,0.25
M3: Communication,77,98,"Well, one thing I do want to make sure that you guys know is we have a sensory cooldown room,...",0.9686,0.232,0.011,0.758,Positive,Strong,0.1491,0.5713,Sadness,0.0,0.1429,0.0,0.1429,0.4286,0.0,0.0,0.2857
M3: Communication,78,41,"An open resource on campus generally? Like if like, I don't know, like for students or if anyone's feeling overwhelmed...",0.7261,0.216,0.045,0.74,Positive,Strong,-0.0125,0.525,Trust,0.0909,0.1818,0.0909,0.0909,0.1818,0.0909,0.0909,0.1818
M3: Communication,79,30,"But that's actually such a good idea for because like, you can't have like a sensory cool down room where...",0.8918,0.325,0.065,0.61,Positive,Strong,0.1789,0.4328,Joy,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
M3: Communication,80,34,"Because I know there's some universities that are like looking into making them, but it is. But yeah, I don't...",0.5499,0.124,0.0,0.876,Positive,Moderate,0.0,0.125,Anticipation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M3: Communication,81,124,"But something I was also wondering as well is, you know, when I was a kid, I hated speaking in...",0.9866,0.273,0.058,0.668,Positive,Strong,-0.2146,0.35,Trust,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,82,113,Because some people are really shy and maybe they just need their time to adjust the environment to the people...,0.9178,0.118,0.013,0.868,Positive,Strong,-0.15,0.35,Anticipation,0.0833,0.1667,0.0833,0.0833,0.0833,0.0833,0.0833,0.3333
M3: Communication,83,281,Yeah. I almost feel like there needs to be like a quick inventory at the beginning of the sessions where...,0.9978,0.27,0.021,0.709,Positive,Strong,0.0546,0.583,Trust,0.0,0.3,0.1,0.2,0.1,0.0,0.0,0.3
M3: Communication,84,141,"That came to mind when we were talking about this on Zoom. One, I don't really like Zoom, but I...",0.9894,0.239,0.019,0.742,Positive,Strong,0.0589,0.3714,Trust,0.15,0.2,0.1,0.1,0.1,0.1,0.1,0.15
M3: Communication,85,43,"Like, you know, everybody else is talking about the thing. You can just put in the chat what you were...",0.4767,0.113,0.0,0.887,Positive,Moderate,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,86,81,"I love that too, for that reason where like sometimes I don't know, especially on Zoom, like when it's appropriate...",0.8869,0.205,0.024,0.772,Positive,Strong,0.1867,0.7033,Joy,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,87,64,"What's a good way to implement that? Like, do you think it's maybe that we send the questions beforehand and...",0.8316,0.146,0.037,0.817,Positive,Strong,-0.1,0.8667,Joy,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25
M3: Communication,88,68,I didn't like how you are. But I think it's a little hard because I really like how in person...,0.8912,0.185,0.065,0.75,Positive,Strong,0.1351,0.4786,Joy,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333
M3: Communication,89,64,"For me, if we write it before, it breaks the meaning of meeting, because if it was just sharing our...",0.1449,0.029,0.02,0.95,Positive,Mild,-0.125,0.375,Surprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M3: Communication,90,31,"I wonder if there could be something like a projector screen where like, there is like a live chat thing...",0.8402,0.27,0.0,0.73,Positive,Strong,0.1364,0.5,Surprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M3: Communication,91,22,"Yeah, exactly. Something like that. Yeah. Like in lifetime, you can type things and then people can read them on...",0.8126,0.343,0.0,0.657,Positive,Strong,0.25,0.25,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,92,68,"If anything, you could do like a Zoom call and you could transcribe it. Maybe that'll help you have like...",0.9633,0.28,0.0,0.72,Positive,Strong,0.15,0.65,Surprise,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
M3: Communication,93,110,"I was thinking about what you were saying earlier regarding like, you know, if you had these meetings, like post...",0.95,0.171,0.0,0.829,Positive,Strong,0.35,0.6,Joy,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2
M3: Communication,94,25,"I don't have a job right now, so most days are open for me. The only days I can't do...",0.0,0.0,0.0,1.0,Neutral,Neutral,0.1964,0.6339,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,95,228,"I know, I think in general it's hard with because I'm assuming this will be a group of like probably...",0.9962,0.269,0.046,0.685,Positive,Strong,0.0085,0.5931,Sadness,0.0526,0.2105,0.0526,0.0526,0.2632,0.0526,0.0526,0.2632
M3: Communication,96,51,I think I think there's like three options. One is in person. Two would be over Zoom or equivalent software....,0.7717,0.12,0.0,0.88,Positive,Strong,0.6,0.2,Trust,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
M3: Communication,97,25,"Yeah, maybe it has to be something that just gets pulled to this specific group in advance to see what...",0.296,0.084,0.0,0.916,Positive,Mild,0.0,0.125,Joy,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
M3: Communication,98,20,And then maybe mix and match until you find the right equilibrium. One thing I could think of right now.,0.0,0.0,0.0,1.0,Neutral,Neutral,0.2857,0.5357,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,99,116,"I think we're in the discussion of that, and we were also hoping to like get your input on that...",0.9463,0.169,0.009,0.822,Positive,Strong,0.2042,0.4681,Trust,0.2,0.4,0.0,0.1,0.0,0.0,0.0,0.3
M3: Communication,100,27,"I would suggest for right this group right here in this room, meeting with some curtains on that door. I...",0.0,0.0,0.0,1.0,Neutral,Neutral,0.2857,0.5357,Trust,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,101,59,Something that's a little bit I can ignore it by saying it's a little distracting for me is seeing all...,-0.0018,0.053,0.069,0.878,Neutral,Neutral,0.165,0.58,Joy,0.3,0.3,0.0,0.1,0.0,0.0,0.1,0.2
M3: Communication,102,62,Something else I'm a little embarrassed about is I need to make sure I know when it's okay to start...,0.6565,0.157,0.081,0.762,Positive,Strong,0.1851,0.4365,Anticipation,0.1667,0.1667,0.0,0.0,0.0,0.1667,0.0,0.5
M3: Communication,103,87,"On that same note, I really want like a little bit more pathways like to get out because I feel...",0.9781,0.279,0.013,0.708,Positive,Strong,0.1554,0.4734,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M3: Communication,104,73,"Just flexibility, maybe like checking in as it's going and seeing how people feel. And if there are things like...",0.9594,0.257,0.0,0.743,Positive,Strong,0.4429,0.7179,Joy,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25
M3: Communication,105,21,"Well, thank you so much for coming out today and for your suggestions. And we'll see you next week. Thank...",0.7269,0.283,0.0,0.717,Positive,Strong,0.1,0.1,Anticipation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M4: Building Relationships,1,25,Yeah. So you want the copies around 1 to 2 days before. So maybe Tuesday or Wednesday. Do you guys...,0.4173,0.141,0.0,0.859,Positive,Moderate,0.0,0.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,2,42,I don't think particularly for me. Okay. Yeah. I don't want it too early or else gets lost in the...,0.6452,0.15,0.059,0.791,Positive,Strong,0.2933,0.4467,Anticipation,0.1667,0.1667,0.0,0.1667,0.1667,0.0,0.0,0.3333
M4: Building Relationships,3,49,Right? Yeah. There's a lot of topics today. So if there's something in particular that you want to discuss to...,0.8126,0.191,0.0,0.809,Positive,Strong,0.2905,0.5516,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,4,47,"But we'll start in a couple minutes. I know a couple people are coming late today, so want to give...",0.932,0.263,0.0,0.737,Positive,Strong,0.0,0.7,Anticipation,0.1111,0.0,0.0,0.2222,0.1111,0.0,0.0,0.5556
M4: Building Relationships,5,29,"But he can't take care of his train layout like he used to. So two days ago, he contacted me...",-0.0495,0.096,0.102,0.801,Neutral,Neutral,0.0,0.0,Surprise,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
M4: Building Relationships,6,26,He wants me and this kid to help come by and help bring this layout back up so that it's...,0.8,0.262,0.0,0.738,Positive,Strong,0.1,0.275,Anticipation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
M4: Building Relationships,7,35,"So I think I'm going to go by this Saturday and just as early as I can, and just see...",0.4939,0.086,0.0,0.914,Positive,Moderate,0.1,0.65,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,8,21,Very nice. Is it like an all day event or is it just eating up a little bit of your...,0.6801,0.227,0.0,0.773,Positive,Strong,0.2963,0.75,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,9,19,"For some personal stuff, which I think I showed you and it said there was going to be raining.",0.0,0.0,0.0,1.0,Neutral,Neutral,0.0,0.3,Trust,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,10,24,So I have some trains in the car right now that I'm going to take with me when I go...,0.0,0.0,0.0,1.0,Neutral,Neutral,0.2857,0.5357,Neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,11,40,"I feel like it'd be cool. I don't know if we do this, but you should, like, display it. Maybe...",0.836,0.237,0.0,0.763,Positive,Strong,0.125,0.375,Trust,0.1429,0.4286,0.0,0.1429,0.1429,0.0,0.0,0.1429
M4: Building Relationships,12,48,Yeah. We have our art show on the 14th of May and it's from 530 to 830. But 530 to...,0.8674,0.196,0.0,0.804,Positive,Strong,0.1333,0.4444,Joy,0.2727,0.2727,0.0,0.0909,0.1818,0.0,0.0,0.1818
M4: Building Relationships,13,44,It might be kind of a little bit late for me to do it now. Right now. But it would...,0.8271,0.155,0.0,0.845,Positive,Strong,0.1396,0.5471,Joy,0.4,0.2,0.0,0.0,0.2,0.0,0.0,0.2
M4: Building Relationships,14,75,Yeah. I actually have one that I actually have one that's like a geared locomotive. It looks really cool running....,0.8718,0.145,0.0,0.855,Positive,Strong,0.3786,0.5786,Joy,0.4286,0.4286,0.0,0.0,0.0,0.0,0.0,0.1429
M4: Building Relationships,15,31,It's kind of relaxing for me to look at as it runs. And let me know if I ever talk...,0.4417,0.088,0.0,0.912,Positive,Moderate,0.4,0.55,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,16,52,"No, no, it's very interesting. And I love when people have like niche interests, you know, because I feel like...",0.9847,0.459,0.0,0.541,Positive,Strong,0.2938,0.3969,Joy,0.6667,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,17,27,Which is? Yeah. Like what? I feel like mine is so I can find a picture. And if someone else...,0.8577,0.313,0.0,0.687,Positive,Strong,0.5,0.5,Joy,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,18,75,"Well, I knew I knew the guy selling it. I met him about three years ago at a convention, and...",0.7845,0.122,0.026,0.853,Positive,Strong,0.2417,0.4944,Trust,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.2
M4: Building Relationships,19,19,"Yeah, I feel like I'm hearing something, but it could just. No. He's not. He's currently at a conference.",0.3291,0.165,0.0,0.835,Positive,Moderate,0.0,0.4,Fear,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,20,24,"Yeah. Maybe we can, like, slightly close the door. We don't have to fully close it because we're still waiting...",0.5719,0.176,0.0,0.824,Positive,Moderate,0.1667,0.3333,Trust,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M4: Building Relationships,21,24,"Yeah. I think today people are kind of busy. So it may be a smaller group, but still excited to...",0.5719,0.176,0.0,0.824,Positive,Moderate,0.2687,0.6125,Joy,0.3333,0.3333,0.0,0.1667,0.0,0.0,0.0,0.1667
M4: Building Relationships,22,42,"I think we all can. Yeah. So all right, well thank you guys again for coming on this lovely Thursday....",0.8901,0.233,0.0,0.767,Positive,Strong,0.3929,0.6429,Anticipation,0.1111,0.1111,0.0,0.1111,0.1111,0.0,0.0,0.5556
